group_deal_category,group_created_by,delivery_coordinates,delivery_location_name,unique_group_members,total_groups,monday_orders,tuesday_orders,wednesday_orders,thursday_orders,friday_orders,saturday_orders,sunday_orders,active_days,total_orders
NORMAL_GROUPS,a1a447f4-3bf9-4a23-9c9f-89dd56544582,POINT(38.747109 9.064438),"ህዳሴ ጤና ጣቢያ, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,2,4,0,0,2,6
NORMAL_GROUPS,2b2a48a9-e034-4807-945e-d90bcd3cedfa,POINT(38.775657 9.010510),Home,5,1,0,0,7,0,0,0,0,1,7
NORMAL_GROUPS,6a35c182-d6fe-4d2a-892a-9af6d281f5ba,POINT(38.743642 8.973644),"Gofa camp residential plot, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,5,0,0,0,1,5
NORMAL_GROUPS,69600c66-9b74-4994-a89e-5ed518892f24,POINT(38.737035 8.956003),"Lebu Gebriel graveyard, አዲስ አበባ, ኢትዮጵያ",5,2,0,11,0,0,0,0,0,1,11
NORMAL_GROUPS,42e69cfa-7785-4d8f-99c4-495308cdb92e,POINT(38.745818 9.056219),ያልተሰየመ መንገድ,5,6,0,30,0,0,0,0,0,1,30
NORMAL_GROUPS,d23cf961-15a1-4fb3-a852-0212f53792fa,POINT(38.776521 8.993024),Airport Road,5,1,0,0,0,0,5,0,0,1,5
NORMAL_GROUPS,7b434de0-0b62-475a-9a29-2630f5038082,POINT(38.755439 8.962072),"Jegola Building | Bihere Tsige | ጀጎላ ህንጻ | ብሄረጽጌ, 10/18, አዲስ አበባ, ኢትዮጵያ",5,2,0,0,8,0,0,0,0,1,8
NORMAL_GROUPS,fbcc422f-6426-456b-a805-3a20faffb1ed,POINT(38.737035 8.956003),"Lebu Gebriel graveyard, አዲስ አበባ, ኢትዮጵያ",5,1,7,0,0,0,0,0,0,1,7
NORMAL_GROUPS,53aab704-98ff-4b6e-9a34-4b29f904d447,POINT(38.737035 8.956003),"Lebu Gebriel graveyard, አዲስ አበባ, ኢትዮጵያ",5,4,0,0,0,0,20,0,0,1,20
NORMAL_GROUPS,e4b53aad-4cf6-4a7c-9c29-98dac1df4d7c,POINT(38.823544 8.902198),No places found in the area,5,1,5,0,0,0,0,0,0,1,5
NORMAL_GROUPS,359d2574-cf54-4e33-b7c5-e391a1f62460,POINT(38.876198 9.035283),ያልተሰየመ መንገድ,5,1,0,0,0,1,5,0,0,2,6
NORMAL_GROUPS,7cffb68c-935a-46b5-94bd-eaf77f9259b7,POINT(38.732112 8.980034),"Mekanisa Abo Mazorya | መካኒሳ አቦ ማዞርያ, አዲስ አበባ, ኢትዮጵያ",5,3,0,0,9,0,0,0,0,1,8
NORMAL_GROUPS,d47ecd1e-61ec-4883-802c-0d164c8cf54c,POINT(38.780139 8.900683),"Kality Genet Menafesha Condomunium, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,6,0,0,0,0,1,6
NORMAL_GROUPS,7088ba9f-2b58-4619-82db-6bc4a98119d8,POINT(38.779536 8.901933),"ቃሊቲ ገነት መናፈሻ (ጨፌ) ኮንደሚኒየም, አዲስ አበባ, ኢትዮጵያ",5,1,0,5,0,0,0,0,0,1,5
NORMAL_GROUPS,7edbca65-5fa7-48b3-9713-dbbd68b4340a,POINT(38.784687 9.068158),ያልተሰየመ መንገድ,5,1,0,0,8,0,0,0,0,1,8
NORMAL_GROUPS,39bb1c1b-75fc-481a-9a1f-8a8776e21857,POINT(38.736580 9.058451),Sheger grand mall | addisu gebeya | ሸገር ግራንድ ሞል | አዲሱ ገበያ,5,2,7,0,0,0,0,0,0,1,7
NORMAL_GROUPS,ddc4ca57-42d3-4bca-b339-5d83ea56644c,POINT(38.737129 9.059306),Jambo Building | Addisu Gebeya | ጃንቦ ህንጻ | አዲሱ ገበያ,5,3,12,3,0,0,0,0,0,2,15
NORMAL_GROUPS,ebd2d11b-3495-4075-93a1-f9d7e2e0bda8,POINT(38.811161 8.869682),"Tulu Dimtu St Gebriel Church | ቱሉ ዲምቱ ቅዱስ ገብርኤል ቤተክርስትያን, አዲስ አበባ, ኢትዮጵያ",5,1,0,5,0,0,0,0,0,1,5
NORMAL_GROUPS,781dfd4b-5d94-4a4f-b250-156e8cd440e4,POINT(38.743047 8.926987),"Hana mariyam - ሐና ማርያም ቤተክርስቲያን, አዲስ አበባ, ኢትዮጵያ",5,4,0,0,0,0,15,0,0,1,15
NORMAL_GROUPS,3b1ecc5b-b5c2-4d80-9ec5-08d43020c3f9,POINT(38.836394 9.029216),Lokea 19,5,7,0,25,13,0,0,0,0,2,32
NORMAL_GROUPS,0219bbad-f8c5-40f8-ac15-111e1ed7cfbc,POINT(38.717390 8.995186),"Total Sost Quter Roundabout | ቶታል ሶስት ቁጥር ማዞሪያ, Addis Ababa, Ethiopia",5,4,0,0,0,0,12,0,0,1,12
NORMAL_GROUPS,eb729609-8f19-42dc-acac-b4cbbee9b230,POINT(38.734289 9.062702),"Addisu Gebeya Square | አዲሱ ገበያ አደባባይ, Addis Ababa, Ethiopia",5,1,0,0,5,0,0,0,0,1,5
NORMAL_GROUPS,8777fb3e-09f9-4d82-bd4e-5eda26491bb0,POINT(38.761898 9.033157),Adwa St,5,13,0,11,16,8,56,0,10,6,85
NORMAL_GROUPS,0860f955-31db-4ea3-bb14-f5c007765545,POINT(38.767450 8.921694),"Kaliti, አዲስ አበባ, ኢትዮጵያ",5,5,0,0,0,0,21,0,0,1,21
NORMAL_GROUPS,ad71ee82-b233-4917-83b6-71cc6e616604,POINT(38.737035 8.956003),"Lebu Gebriel graveyard, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,0,0,6,0,1,6
NORMAL_GROUPS,ac172fb7-f741-475c-867c-77c169814fb3,POINT(38.691790 8.952726),Jemo 2 Temsalet B 58 - 60,5,1,0,0,0,0,5,0,0,1,5
NORMAL_GROUPS,c04503f3-a860-4745-b3db-498c46dc66cb,POINT(38.813608 8.994621),Roba bakery | gerji | ሮባ ዳቦ መጋገሪያ | ገርጂ,5,1,0,10,0,0,0,0,0,1,5
NORMAL_GROUPS,d038a536-740d-4653-9258-808fbcecb5d3,POINT(38.752463 9.019194),"Mexico, Churchill Avenue, አዲስ አበባ, ኢትዮጵያ",5,1,6,0,0,0,0,0,0,1,6
NORMAL_GROUPS,2565bf14-7ef7-45ef-b56b-da6cc4bfb638,POINT(38.852672 9.013963),Ajora Mch Center | Cmc | አጆራ የናቶችና ህጻናት ህክምና ማእከል | ሲኤምሲ | RIDE 8294,5,4,0,0,0,0,0,25,0,1,20
NORMAL_GROUPS,3c0363fd-654b-4475-9d14-22b887d115e5,POINT(38.869749 9.064968),"Yeka abado G7 condominum, አዲስ አበባ, ኢትዮጵያ",5,3,0,0,0,15,0,0,0,1,15
NORMAL_GROUPS,2c672c19-1cf4-4f0f-85c2-507773c02cbc,POINT(38.740780 9.002825),16 Roosevelt St,5,2,0,0,7,1,0,1,0,3,9
NORMAL_GROUPS,1969975c-77cf-461f-bf9d-289aaa91483a,POINT(38.780957 8.901793),"Kality chefe Condominiums, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,7,0,0,0,0,1,7
NORMAL_GROUPS,c1f30173-c5c9-49da-87f3-6c57f803f8a2,POINT(38.855373 8.990768),"Semit ber 2 geba belo, አዲስ አበባ, ኢትዮጵያ",5,2,0,0,0,0,0,0,6,1,6
NORMAL_GROUPS,bbebf09f-5dec-4685-b7e6-be6817ac6126,POINT(38.877154 9.025660),A2,5,1,0,6,0,0,0,0,0,1,6
NORMAL_GROUPS,9eec4639-9657-4ba7-8ffd-2b1c6dac7af8,POINT(38.687400 8.993868),Anbes shop,5,14,10,17,10,0,6,0,0,5,43
NORMAL_GROUPS,380fae30-a702-42d9-8d4e-3d8241272d14,POINT(38.829021 8.992610),"Yerer Hospital | Goro | የረር ሆስፒታል | ጎሮ, Goro, ኢትዮጵያ",5,1,0,0,0,6,0,0,0,1,6
NORMAL_GROUPS,f5a62d93-8e46-41d8-9235-e3ed5661017f,POINT(38.855373 8.990768),"Semit ber 2 geba belo, አዲስ አበባ, ኢትዮጵያ",5,3,0,15,0,0,0,0,0,1,15
NORMAL_GROUPS,eca9e752-efdf-4248-87f7-41e8e635fba6,POINT(38.811161 8.869682),"Tulu Dimtu St Gebriel Church | ቱሉ ዲምቱ ቅዱስ ገብርኤል ቤተክርስትያን, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,0,10,0,0,1,5
NORMAL_GROUPS,ff42e303-f220-4baa-a1e8-ed62b3bd1469,POINT(38.751918 8.947362),"58 ወጣት ማዕከል Lafto wereda 11 youths center ላፍቶ ወረዳ 11 ወጣት ማዕከል, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,5,0,0,0,0,1,5
NORMAL_GROUPS,80c0f2fa-4365-49e1-8d51-b142a0969e45,POINT(38.828072 9.035273),"Zero hulet 02, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,1,4,0,0,0,2,5
NORMAL_GROUPS,d850cd3a-cdd3-47a8-88eb-0de5746ee954,POINT(38.746963 8.936685),"Hana Kotari Primary School, አዲስ አበባ, ኢትዮጵያ",5,1,5,0,0,0,0,0,0,1,5
NORMAL_GROUPS,f451905f-7adf-49fc-95c0-d24be12705c6,POINT(38.733132 8.997466),Nefas Silk Lafto 3/4/5,5,1,6,0,0,0,0,0,0,1,6
NORMAL_GROUPS,70557ea2-2e79-4b14-b1fb-2fde32f4e516,POINT(38.743887 9.054613),"Hiwot condominium, አዲስ አበባ, ኢትዮጵያ",5,3,0,0,6,1,0,0,0,3,7
NORMAL_GROUPS,d2fbc384-0eee-4781-9f4b-1d7a8853de38,POINT(38.800301 9.020547),"Zefmesh Grand Mall, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,6,0,0,0,1,6
NORMAL_GROUPS,ed12d243-487a-405b-8022-b3620d4cce87,POINT(38.894645 9.010619),"Ayat 49 mazoriya| አያት 49 ማዞሪያ, Ayat, Addis Ababa, Ethiopia",5,6,8,0,7,0,0,0,0,2,15
NORMAL_GROUPS,feadd72b-bcbd-44e9-bf18-8b2585476832,POINT(38.751489 9.026112),Eyor coffee,5,1,0,0,0,0,5,0,0,1,5
NORMAL_GROUPS,53d6cfe5-28b1-47d9-8dcf-021a193013f8,POINT(38.745059 8.935642),"Hana Kelebet, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,0,5,0,0,1,5
NORMAL_GROUPS,b5c90663-350b-4775-a9c8-5a3c20a8f7b2,POINT(38.724910 8.962177),"Jemo Michael ጀሞ ሚካኤል, አዲስ አበባ, ኢትዮጵያ",5,1,0,5,0,0,0,0,0,1,5
NORMAL_GROUPS,167069a6-b3d9-4a53-aada-271dce7148f4,POINT(38.744881 8.952808),"Lafto meskelegna( ላፍቶ ሚካኤል መስቀልኛ ), አዲስ አበባ, ኢትዮጵያ",5,1,5,0,0,0,0,0,0,1,5
NORMAL_GROUPS,93107795-cc15-4a0e-81b5-a16b92caf947,POINT(38.722144 8.981002),"Elgel hotel and spa, አዲስ አበባ, ኢትዮጵያ",5,3,0,15,0,0,0,0,0,1,15
NORMAL_GROUPS,ddc4ca57-42d3-4bca-b339-5d83ea56644c,POINT(38.757800 8.980600),Beans & Cream,5,9,15,0,5,5,2,0,8,5,30
NORMAL_GROUPS,7039194c-c016-411f-9760-f00cb8b3e88a,POINT(38.733021 9.030767),"Autobistara, አዲስ አበባ, ኢትዮጵያ",5,29,73,0,9,9,0,27,2,7,108
NORMAL_GROUPS,cc295864-24da-4136-8d57-89abe4eede02,POINT(38.817796 9.042273),Ankorcha 16/17/18,5,14,0,0,65,5,0,0,0,3,70
NORMAL_GROUPS,af54d8ad-e453-46c9-ad4f-a287315d5a24,POINT(38.780957 8.901793),"Kality chefe Condominiums, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,8,0,0,0,0,1,8
NORMAL_GROUPS,4df27537-ca8d-4569-9e4c-17e577189ce3,POINT(38.744182 8.948911),"Lafto Bilal masjid (ላፍቶ) ቢላል መስጂድ مسجد بلال, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,5,0,0,0,1,5
NORMAL_GROUPS,7652ca13-0cc7-48e8-a37a-4c48195e0d00,POINT(38.735368 9.022812),"Mola Maru | Lideta | ሞላ ማሩ | ልደታ |, አዲስ አበባ, ኢትዮጵያ",5,6,0,8,1,0,1,14,0,4,24
NORMAL_GROUPS,f283426d-b202-43c9-b429-5a39d9ea8729,POINT(38.754289 8.934566),"Haji suk, አዲስ አበባ, ኢትዮጵያ",5,1,0,9,0,0,0,0,0,1,9
NORMAL_GROUPS,6b7e10c6-5c54-4d57-a07a-667a2e6eb471,POINT(38.717027 8.992690),"Total Sost Quter Roundabout | ቶታል ሶስት ቁጥር ማዞሪያ, አዲስ አበባ, ኢትዮጵያ",5,3,0,0,15,0,0,0,0,1,15
NORMAL_GROUPS,f88356c4-e0f9-4dc7-9435-c997641dd58f,POINT(38.754278 9.030629),"Itegue Taitu Hotel | Piazza, Dej. Jote Street, Addis Ababa, Ethiopia",5,2,0,0,0,0,13,0,0,1,7
NORMAL_GROUPS,97eda548-0058-40e2-9175-2d4e995614fd,POINT(38.792404 8.949056),Jemo detergent,5,3,0,0,11,0,0,0,0,1,11
NORMAL_GROUPS,099f4406-b17e-4548-ae5e-a927e14057a9,POINT(38.696108 8.949831),"Jemo 3, አዲስ አበባ, ኢትዮጵያ",5,2,0,0,10,0,0,0,0,1,10
NORMAL_GROUPS,b898e07f-f36a-41da-a6de-aab5c30092da,POINT(38.709955 8.960454),"Jemo 1 condominium (ጀሞ 1 ኮንዶሚንየም ), አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,0,0,0,10,1,5
NORMAL_GROUPS,5decfa2b-d5fb-4298-a5a2-a23cd694f223,POINT(38.759175 8.930773),"Kadisco - Asian Paint Factory | kality Kadisco, Akiki, አዲስ አበባ, ኢትዮጵያ",5,3,0,0,15,0,0,0,0,1,15
NORMAL_GROUPS,b4a33f32-2bed-4248-81b7-c980ce08f370,POINT(38.708182 9.056684),Ambo Rd,5,3,0,0,0,0,0,31,0,1,18
NORMAL_GROUPS,3a5afc17-d0e5-476e-b632-f8387e1e1e74,POINT(38.877690 9.065348),Abado Ena Tafou 20/21,5,7,0,0,0,0,35,0,0,1,20
NORMAL_GROUPS,6f6be089-d8bc-4598-acf1-752301a00ff1,POINT(38.832486 8.995525),"Goro St. Michael Church | ጎሮ ቅዱስ ሚካኤል ቤተክርስቲያን, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,0,6,0,0,1,6
NORMAL_GROUPS,cf7f770a-cfde-4747-ae82-f81ad75c7020,POINT(38.822662 9.018076),"Gurd shola shoping center, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,5,1,0,0,0,2,6
NORMAL_GROUPS,7b1a92e1-f5a6-4970-ab75-f69d91701d71,POINT(38.761968 8.966538),A1,5,2,0,2,0,0,6,0,0,2,8
NORMAL_GROUPS,d3b15abe-b46e-4c78-a97f-324e724edd7f,POINT(38.781447 9.028966),ያልተሰየመ መንገድ,5,12,0,6,0,10,4,1,1,7,22
NORMAL_GROUPS,ab7f5ff8-f8fe-49d0-9d6e-2d0ef3828f19,POINT(38.780957 8.901793),"Kality chefe Condominiums, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,0,0,9,0,1,9
NORMAL_GROUPS,667972a7-3a0b-4809-a9cd-46aec8d64306,POINT(38.767450 8.921694),"Kaliti, አዲስ አበባ, ኢትዮጵያ",5,3,0,18,0,0,0,0,0,1,18
NORMAL_GROUPS,dcdb91dd-51bc-4fe4-891b-4ada877fcd91,POINT(38.795470 8.887174),"kilinto condominium/kilinto prison ቂሊንጦ ኮንደሚኒየም block 290 jambo house, Addis Ababa, Ethiopia",5,1,5,0,0,0,0,0,0,1,5
NORMAL_GROUPS,373fb38b-ec70-42b6-882c-c32059efb51f,POINT(38.822977 8.915185),"Koye feche project 16// ኮዬ ፈጬ የጋራ መኖርያ መንደር 16, koye, 16, Koye, ኢትዮጵያ",5,4,0,0,21,0,0,0,0,1,21
NORMAL_GROUPS,fc8bc7a3-c36b-4f9d-9287-ecb66833a96f,POINT(38.724910 8.962177),"Jemo Michael ጀሞ ሚካኤል, አዲስ አበባ, ኢትዮጵያ",5,1,6,0,0,0,0,0,0,1,6
NORMAL_GROUPS,3972febd-9fc6-40bf-84e4-2f48f1c5ff2e,POINT(38.825034 8.990164),ያልተሰየመ መንገድ,5,9,8,0,6,19,0,0,0,3,33
NORMAL_GROUPS,7c9bffbe-02d0-4674-95bc-5488f675d8f5,POINT(38.745059 8.935642),"Hana Kelebet, አዲስ አበባ, ኢትዮጵያ",5,1,5,0,0,0,0,0,0,1,5
NORMAL_GROUPS,c9a34b36-2692-4ca9-b851-e405f88abc96,POINT(38.711914 8.958111),"Jemo anbesa garji, አዲስ አበባ, ኢትዮጵያ",5,1,0,6,0,0,0,0,0,1,6
NORMAL_GROUPS,ae6a1758-e77a-4f7b-b655-2b5588171501,POINT(38.821431 8.915486),ያልተሰየመ መንገድ,5,6,0,0,5,0,0,0,27,2,32
NORMAL_GROUPS,87d23b38-361a-4b13-bca1-8f384fb843e9,POINT(38.755439 8.962072),"Jegola Building | Bihere Tsige | ጀጎላ ህንጻ | ብሄረጽጌ, 10/18, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,0,5,0,0,1,5
NORMAL_GROUPS,0fbc8b6d-8820-43aa-8055-69a8eee5ece1,POINT(38.785092 9.024515),"Misrak Polytechnic College | ምስራቅ ፖሊቴክኒክ ኮሌጅ, Togo Street, አዲስ አበባ, ኢትዮጵያ",5,6,0,0,22,0,0,0,0,1,22
NORMAL_GROUPS,3b3bb369-bb75-44e8-89e2-7fddd126b338,POINT(38.873176 9.046432),"Ayat Tafo Condominium A A, አዲስ አበባ, ኢትዮጵያ",5,2,0,0,0,0,6,0,0,1,6
NORMAL_GROUPS,53b02dcf-26fd-42c3-98ca-d1c3c77df9de,POINT(38.710864 8.959311),"Jemo 1 spot, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,5,0,0,0,0,1,5
NORMAL_GROUPS,10e6372b-f67d-4b93-ab7a-5655405e0844,POINT(38.849772 8.994229),"Summit Georgis, አዲስ አበባ, ኢትዮጵያ",5,1,0,5,0,0,0,0,0,1,5
NORMAL_GROUPS,24130919-7582-4de7-858a-f91fcba48896,POINT(38.774972 8.993303),"Garad Building | Wollo Sefer | ጋራድ ህንጻ | ወሎ ሠፈር, Addis Ababa, Ethiopia",5,1,0,0,5,0,0,0,0,1,5
NORMAL_GROUPS,da5208b8-3a81-4a93-971a-3908f477ad42,POINT(38.828974 8.916021),Koyefeche block 281,5,4,0,0,15,5,0,0,0,2,20
NORMAL_GROUPS,a0f13ef2-46dd-400c-94b2-c54613d4b97f,POINT(38.820148 9.000593),ያልተሰየመ መንገድ,5,6,0,0,0,12,18,0,0,2,30
NORMAL_GROUPS,7e6a9216-8f85-4e3e-afda-9a36ba2f3e99,POINT(38.819847 8.874475),"Tulu Dimtu square, Kilinito, Feche Roye, Ethiopia",5,1,0,0,5,0,0,0,0,1,5
NORMAL_GROUPS,62884475-ef8b-46bf-9771-576117caea44,POINT(38.820197 9.029399),Asmara Rd,5,11,0,0,0,23,0,0,0,1,23
NORMAL_GROUPS,d7f2052c-9177-4878-80a6-8d602abb9fff,POINT(38.780957 8.901793),"Kality chefe Condominiums, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,5,0,0,0,0,1,5
NORMAL_GROUPS,397ffd86-f3af-4144-99a6-3cce0266a567,POINT(38.855047 8.988270),Summit Condominium/ሁለተኛ በር,5,4,20,0,0,0,0,0,0,1,20
NORMAL_GROUPS,8a2d033b-ccdd-4038-8224-19aa072c5255,POINT(38.676688 8.928744),Home,5,1,0,0,0,0,0,6,0,1,6
NORMAL_GROUPS,b8793404-589f-4418-b5e5-70c4f5cbdcb0,POINT(38.836595 9.011117),"Figa meskelegna | ፊጋ መስቀለኛ | ሰሚት |, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,0,6,0,0,1,6
NORMAL_GROUPS,6d464867-166a-4aa1-9517-fa3959d121a5,POINT(38.885133 8.984458),"Bole Arabsa Kela, አዲስ አበባ, ኢትዮጵያ",5,4,20,0,0,0,0,0,0,1,20
NORMAL_GROUPS,61f837cc-e3d4-4848-ba69-187d42f62aad,POINT(38.741639 8.983665),"Abel Garage, አዲስ አበባ, ኢትዮጵያ",5,17,0,0,170,0,0,0,0,1,85
NORMAL_GROUPS,2ecf666e-06f8-4298-ba65-f6d8b408dc1e,POINT(38.728734 8.974738),Yabu market,5,1,0,0,0,0,0,7,0,1,7
NORMAL_GROUPS,6b6fe686-2948-4369-a4c4-1e195e52e257,POINT(38.732112 8.980034),"Mekanisa Abo Mazorya | መካኒሳ አቦ ማዞርያ, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,0,0,0,10,1,5
NORMAL_GROUPS,5013730d-42d4-4375-815c-2f96d62e80d7,POINT(38.708701 8.959024),ያልተሰየመ መንገድ,5,1,0,0,0,0,5,0,0,1,5
NORMAL_GROUPS,e177abc5-ee99-4b43-835e-c3bfff6ab5a1,POINT(38.824382 8.904326),"Koye feche Woreda | ኮዬ ፈጬ ወረዳ, አዲስ አበባ, ኢትዮጵያ",5,2,0,0,0,0,10,0,0,1,10
NORMAL_GROUPS,f9486f65-a495-4630-aed1-120ae6b8a91b,POINT(38.714565 8.958520),Kahlid building materials shop,5,6,1,1,0,0,14,0,0,3,16
NORMAL_GROUPS,436f6a01-73ef-4316-a2dd-3a9bc05cd9fb,POINT(38.696108 8.949831),"Jemo 3, አዲስ አበባ, ኢትዮጵያ",5,3,0,0,0,15,0,0,0,1,15
NORMAL_GROUPS,4271b303-7049-4857-8204-abc1cd8f1e66,POINT(38.868975 9.066024),Abado Ena Tafou 20/21,5,1,0,7,0,0,0,0,0,1,7
NORMAL_GROUPS,d0c4cdee-6788-4b0d-9b22-f4b248de4d76,POINT(38.759963 8.957637),"Red Cross Training Institute | Saris | ቀይ መስቀል ማሰልጠኛ | ሳሪስ, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,6,0,0,0,0,1,6
NORMAL_GROUPS,d0833c3b-287e-4db4-bbeb-e45b64d11589,POINT(38.700578 9.058134),Bercheko shoesine,5,1,0,0,0,0,0,5,0,1,5
NORMAL_GROUPS,fe6081cc-ccfb-4a63-9f41-1782fd87c5c0,POINT(38.795873 9.008769),"24 kebele, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,5,0,0,0,1,5
NORMAL_GROUPS,ce9dd4a8-3b78-4f4c-9ce7-889310385114,POINT(38.711914 8.958111),"Jemo anbesa garji, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,0,0,7,0,1,7
NORMAL_GROUPS,1714a3c7-ef09-484c-ad01-f0187bbecc49,POINT(38.753362 8.967474),Nefas Silk Lafto 10/18,5,1,0,8,0,0,0,0,0,1,8
NORMAL_GROUPS,d3b654c7-dd57-48c1-bcce-701eab593688,POINT(38.780957 8.901793),"Kality chefe Condominiums, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,7,0,0,0,1,7
NORMAL_GROUPS,d4c6cebf-89f3-41e1-9334-ae8d6620e35b,POINT(38.822662 9.018076),"Gurd shola shoping center, አዲስ አበባ, ኢትዮጵያ",5,2,0,0,0,4,0,0,10,2,7
NORMAL_GROUPS,e9e78146-4247-4836-ba5a-abcc3dcafaeb,POINT(38.798892 9.026444),"የካ ደብረ ሣህል ቅዱስ ሚካኤል ቤተክርስቲያን | Saint Micheal Church, Mikael Church, አዲስ አበባ, ኢትዮጵያ",5,3,0,0,0,0,0,2,11,2,13
NORMAL_GROUPS,3a1d62ac-2513-4647-9098-1c0cc173fcac,POINT(38.837628 8.997374),ያልተሰየመ መንገድ,5,2,0,0,0,0,11,0,0,1,11
NORMAL_GROUPS,56b88112-312f-419a-8bdf-518445989bda,POINT(38.722144 8.981002),"Elgel hotel and spa, አዲስ አበባ, ኢትዮጵያ",5,3,0,0,0,0,0,0,15,1,15
NORMAL_GROUPS,e883d83b-5ee3-4c47-b7b3-5dc67cfce77b,POINT(38.674151 9.022346),ANFO 105 AREA አንፎ ሜዳ 105 ኣካባቢ ከባቢአን አብ 105,5,2,0,0,10,0,0,0,0,1,10
NORMAL_GROUPS,9a1ee0c7-e2ae-48b1-8a9d-45e7ddf5b6f3,POINT(38.739352 8.995695),Roosevelt St,5,7,0,0,0,0,8,0,14,3,11
NORMAL_GROUPS,75e33fb3-b512-462b-a7e8-5a8989fbc769,POINT(38.781810 9.014620),"Holiday hotel bridge | hayahulet 22 |, Addis Ababa, Ethiopia",5,2,0,0,0,0,15,0,0,1,15
NORMAL_GROUPS,9f89bff1-cb9d-4f2a-bca7-844b215efc67,POINT(38.814141 9.037557),ያልተሰየመ መንገድ,5,2,0,0,0,0,12,0,0,1,12
NORMAL_GROUPS,21160474-b59c-4098-88b8-88a339d198ec,POINT(38.751918 8.947362),"58 ወጣት ማዕከል Lafto wereda 11 youths center ላፍቶ ወረዳ 11 ወጣት ማዕከል, አዲስ አበባ, ኢትዮጵያ",5,1,5,0,0,0,0,0,0,1,5
NORMAL_GROUPS,d7efc7a0-c42d-4890-aae2-cfae214315e7,POINT(38.732580 8.935450),ያልተሰየመ መንገድ,5,1,0,0,0,0,24,0,0,1,6
NORMAL_GROUPS,8a2e63c4-ef29-4f75-813a-53459dd672cd,POINT(38.751799 8.994987),"ICL | Bulgaria | አይ ሲ ኤል | ቡልጋሪያ, አዲስ አበባ, ኢትዮጵያ",5,1,5,0,0,0,0,0,0,1,5
NORMAL_GROUPS,672ba7cb-a5fc-45f7-a43f-b0297f015fc1,POINT(38.778917 8.992736),"Bole Rwanda Bridge Park | ቦሌ ሩዋንዳ ድልድይ ፓርክ, Airport Road, አዲስ አበባ, ኢትዮጵያ",5,2,0,0,1,0,0,8,0,2,9
NORMAL_GROUPS,50cf5f95-5259-449d-b495-faa62205ea25,POINT(38.755439 8.962072),"Jegola Building | Bihere Tsige | ጀጎላ ህንጻ | ብሄረጽጌ, 10/18, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,6,0,0,0,0,1,6
NORMAL_GROUPS,14ab36ba-4673-45b8-8b9a-fca98a1c8754,POINT(38.697365 8.983766),"አየር ጤና ታክሲ ተራ, አዲስ አበባ, ኢትዮጵያ",5,1,0,4,2,0,0,0,0,2,6
NORMAL_GROUPS,531782b4-db66-4ac3-879c-0944a3fb0f16,POINT(38.754289 8.934566),"Haji suk, አዲስ አበባ, ኢትዮጵያ",5,1,9,0,0,0,0,0,0,1,9
NORMAL_GROUPS,0d3f462f-1865-4a8a-a503-9b1b64194d8c,POINT(38.724910 8.962177),"Jemo Michael Square| ጀሞ ሚካኤል አደባባይ, አዲስ አበባ, ኢትዮጵያ",5,1,0,6,0,0,0,0,0,1,6
NORMAL_GROUPS,6d1fa0b4-16d6-465d-9d6a-8c82355a0e84,POINT(38.852350 9.006632),"Queens Supermarket | Summit | ክዊንስ ሱፐርማርኬት | ሰሚት |, አዲስ አበባ, ኢትዮጵያ",5,1,0,0,0,7,0,0,0,1,7
NORMAL_GROUPS,02afef07-11f8-4a29-848a-ebae8c3dd783,POINT(38.721449 8.938562),Girar park,5,14,0,0,25,4,52,0,0,4,69
NORMAL_GROUPS,b0dbe65a-0e00-4d83-8bd8-3e4953dbb91b,POINT(38.697092 9.018558),"yeshi debele bus station, Yeshi Debele Bus Station, አዲስ አበባ, ኢትዮጵያ",5,5,0,0,0,3,0,15,2,4,19
