date,product_name,Local shop price
2025-08-16,Potato,40
2025-05-26,Red Onion Grade C,80
2025-10-10,Chili Green,130
2025-06-02,Strawberry,220
2025-10-06,Orange,160
2025-04-20,Tomatoes Grade A,65
2025-08-18,Sweet Potato,90
2025-09-19,Banana,85
2025-07-09,Carrot,120
2025-08-06,Green Beans,120
2025-06-21,Green Beans,100
2025-10-04,Ginger,240
2025-09-02,Corn,35
2025-05-15,Apple Mango,200
2025-04-22,Courgette,180
2025-08-31,Lemon,200
2025-08-28,Chili Green,180
2025-06-12,Ye Habesha Mango,70
2025-07-07,Corn,35
2025-07-29,Orange,200
2025-08-24,Sweet Potato,80
2025-10-01,Zucchini,150
2025-08-13,Corn,40
2025-09-12,Red Onion Elfora,100
2025-05-17,Apple,400
2025-09-26,Tomato A,90
2025-06-09,Tomatoes Grade B,40
2025-04-25,Garlic,380
2025-09-26,Zucchini,150
2025-08-03,Green Beans,160
2025-09-18,Tomato B,65
2025-09-26,Salad,180
2025-04-22,Chilly Green,150
2025-09-07,Zucchini,150
2025-04-27,Salad,120
2025-10-19,White Cabbage,30
2025-09-13,White Cabbage,40
2025-10-02,Pineapple,120
2025-07-09,Beetroot,65
2025-10-05,White Cabbage,40
2025-04-05,Strawberry,200
2025-06-01,Garlic,410
2025-06-07,Green Beans,140
2025-04-09,Strawberry,190
2025-09-09,Garlic,350
2025-08-01,Ginger,250
2025-10-08,Papaya,120
2025-09-15,Zucchini,180
2025-05-04,Courgette,100
2025-10-08,Potato,30
2025-08-17,Chili Green,175
2025-04-27,Tomatoes Grade A,55
2025-07-26,Beetroot,60
2025-06-29,Papaya,100
2025-10-21,Lemon,130
2025-06-21,Carrot,80
2025-05-06,Carrot,70
2025-07-10,Apple,500
2025-08-24,Sweet Potato,90
2025-04-30,Strawberry,200
2025-04-04,Red Onion Elfora,200
2025-06-30,Mango,140
2025-09-22,Sweet Potato,80
2025-06-01,Chilly Green,100
2025-05-15,Avocado,85
2025-08-26,Pineapple,120
2025-10-10,Tomato A,95
2025-08-16,Sweet Potato,85
2025-07-22,Garlic,300
2025-08-18,Chili Green,120
2025-09-28,Red Onion Elfora,120
2025-07-08,Pineapple,130
2025-06-03,Potatoes,50
2025-10-02,Strawberry,230
2025-09-17,Red Onion Elfora,110
2025-08-12,Cucumber,220
2025-08-11,Mango Apple,140
2025-09-17,Chili Green,160
2025-09-10,Banana,85
2025-09-23,Beetroot,50
2025-04-25,Valencia Orange,200
2025-08-25,Banana,80
2025-06-13,Strawberry,220
2025-09-30,Avocado,125
2025-07-12,Garlic,350
2025-10-05,Garlic,300
2025-10-02,Sweet Potato,85
2025-09-08,Cucumber,180
2025-08-15,Lemon,180
2025-06-02,Tomatoes Grade B,45
2025-07-28,Green Beans,120
2025-07-09,Carrot,110
2025-10-03,White Cabbage,45
2025-05-30,Ginger,160
2025-04-10,Carrot,65
2025-07-13,Lemon,220
2025-09-23,Zucchini,170
2025-05-17,Chilly Green,140
2025-07-06,Corn,35
2025-08-17,Pineapple,115
2025-04-09,Courgette,100
2025-05-24,Cucumber,150
2025-08-25,Papaya,150
2025-06-18,Green Beans,120
2025-04-02,Green Beans,140
2025-10-10,Avocado,120
2025-08-27,Green Beans,120
2025-07-07,Red Onion C,80
2025-10-10,Papaya,110
2025-04-22,Papaya,115
2025-05-26,Broccoli,150
2025-08-07,Orange,160
2025-06-12,Chilly Green,100
2025-09-04,Potato,35
2025-09-08,Banana,80
2025-08-24,Red Onion B,110
2025-04-06,Green Beans,200
2025-05-13,Tomatoes Grade A,30
2025-10-01,Red Onion Elfora,120
2025-10-12,Ginger,200
2025-04-15,Chilly Green (Elfora),220
2025-08-28,Tomato A,50
2025-07-15,Green Beans,150
2025-07-19,Corn,35
2025-04-22,Chilly Green,140
2025-06-05,Salad,130
2025-09-10,Lemon,180
2025-08-21,Green Beans,150
2025-08-13,Pineapple,120
2025-08-22,Carrot,100
2025-09-04,Garlic,320
2025-05-19,Beet root,55
2025-05-29,Ginger,160
2025-08-05,Orange,150
2025-08-28,White Cabbage,35
2025-10-21,Sweet Potato,70
2025-07-19,Lemon,200
2025-07-23,Red Onion A,80
2025-06-07,Salad,130
2025-10-03,Potato,35
2025-09-22,Red Onion B,135
2025-09-08,Banana,80
2025-08-13,Orange,200
2025-10-09,Beetroot,60
2025-04-17,Ginger,180
2025-06-13,Carrot,65
2025-08-10,Tomato A,45
2025-07-20,Beetroot,60
2025-10-21,Banana,85
2025-08-08,Garlic,350
2025-05-02,Red Onion Grade B,60
2025-09-30,White Cabbage,30
2025-10-06,Eggplant,140
2025-05-25,Apple,440
2025-07-18,Tomato A,60
2025-08-09,Green Beans,120
2025-08-08,Potato,38
2025-10-10,Eggplant,130
2025-09-27,Green chili starta,240
2025-06-04,Yerer Orange,170
2025-08-15,Apple,500
2025-08-10,Zucchini,80
2025-05-21,Garlic,390
2025-04-11,Apple,380
2025-08-19,Broccoli,160
2025-10-03,Cucumber,170
2025-06-12,Cucumber,230
2025-08-10,Garlic,380
2025-06-15,Red Onion Grade B,100
2025-06-08,Green Beans,140
2025-08-05,Papaya,80
2025-09-06,Ginger,260
2025-09-02,Papaya,120
2025-05-25,Garlic,380
2025-08-03,Eggplant,160
2025-06-13,White Cabbage,45
2025-05-24,Ginger,200
2025-09-02,Strawberry,215
2025-10-02,Mango Apple,250
2025-10-18,Potato for chips,40
2025-08-31,Lemon,180
2025-05-23,Tomatoes Grade B,40
2025-10-05,Carrot,90
2025-04-15,Apple Mango,220
2025-04-01,Garlic,300
2025-05-07,Broccoli,200
2025-08-26,Apple,500
2025-05-20,Chilly Green,100
2025-08-10,Red Onion B,110
2025-09-22,Garlic,300
2025-10-01,Garlic,380
2025-04-13,Avocado,90
2025-05-26,White Cabbage,45
2025-04-22,Red Onion A,70
2025-10-08,Strawberry,220
2025-09-22,Orange,160
2025-10-17,Green chili starta,180
2025-06-30,Tomatoes Grade A,60
2025-04-28,Papaya,65
2025-05-12,Ye Habesha Mango,90
2025-06-10,Lemon,270
2025-10-11,Red Onion Elfora,85
2025-08-22,Sweet Potato,90
2025-09-24,Carrot,90
2025-04-11,Red Onion A,65
2025-05-20,Yerer Orange,260
2025-07-16,Beetroot,70
2025-09-02,Apple,500
2025-05-04,Red Onion Grade C,55
2025-08-17,White Cabbage,40
2025-04-08,Garlic,280
2025-05-18,Papaya,120
2025-07-28,Corn,35
2025-06-28,Avocado B,85
2025-06-05,Chilly Green,130
2025-06-06,Broccoli,220
2025-09-05,Orange,160
2025-05-19,White Cabbage,40
2025-07-12,Red Onion A,80
2025-05-31,Ye Habesha Mango,70
2025-07-02,Red Onion Grade C,90
2025-08-02,Ginger,250
2025-09-21,Mango Apple,180
2025-05-25,Red Onion Grade C,65
2025-09-20,Apple,450
2025-09-24,Tomato B,85
2025-08-25,Papaya,120
2025-05-04,Yerer Orange,280
2025-07-17,Lemon,175
2025-10-17,Sweet Potato,80
2025-07-10,Corn,25
2025-04-03,Courgette,100
2025-07-01,Potatoes,50
2025-04-13,Beet root,60
2025-04-21,Courgette,150
2025-10-24,Tomato B,70
2025-08-29,Banana,90
2025-05-22,Salad,170
2025-05-03,Tomatoes Grade B,45
2025-09-10,Apple,450
2025-08-26,Green Beans,150
2025-10-06,Red Onion Elfora,120
2025-04-02,Garlic,280
2025-04-29,Red Onion Grade B,55
2025-08-30,White Cabbage,40
2025-09-04,Sweet Potato,95
2025-07-08,Tomato B,55
2025-08-13,Beetroot,70
2025-08-01,Mango,70
2025-06-29,Red Onion Grade B,100
2025-09-08,Chili Green,150
2025-06-12,Chilly Green (Elfora),190
2025-09-29,Strawberry,220
2025-07-17,Lemon,200
2025-09-16,Potato for chips,40
2025-07-12,Mango,150
2025-10-14,Orange,160
2025-09-19,Potato for chips,40
2025-07-06,Orange,200
2025-09-13,Avocado,80
2025-09-15,Banana,80
2025-09-03,Lemon,200
2025-05-01,Tomatoes Grade A,55
2025-07-11,Garlic,380
2025-09-21,Pineapple,140
2025-09-29,Mango Apple,250
2025-07-06,White Cabbage,40
2025-04-26,Tomatoes Grade B,55
2025-06-05,Ye Habesha Mango,130
2025-04-09,Chilly Green,160
2025-08-05,Avocado,90
2025-08-05,Corn,35
2025-08-17,Red Onion B,110
2025-06-12,Valencia Orange,264
2025-09-30,White Cabbage,30
2025-07-09,Sweet Potato,80
2025-04-22,Green Beans,200
2025-09-28,Sweet Potato,80
2025-08-28,Potato,35
2025-04-14,Yerer Orange,300
2025-10-01,Orange,150
2025-07-08,Banana,70
2025-07-04,Zucchini,100
2025-10-24,Chili Green,100
2025-07-15,Cucumber,170
2025-10-20,Potato,35
2025-09-18,Papaya,100
2025-09-27,Broccoli,250
2025-10-19,Banana,90
2025-10-06,Carrot,120
2025-06-09,Red Onion Grade B,100
2025-10-16,Carrot,100
2025-04-25,Green Beans,150
2025-06-16,Tomatoes Grade A,40
2025-05-16,Pineapple,120
2025-05-16,Ye Habesha Mango,100
2025-08-08,Pineapple,120
2025-05-28,Carrot,65
2025-04-01,Potatoes Restaurant Quality,45
2025-10-08,Red Onion B,110
2025-09-28,Lemon,200
2025-04-16,Courgette,100
2025-04-07,Beet root,60
2025-09-06,Red Onion B,100
2025-10-01,Pineapple,120
2025-07-23,Corn,35
2025-10-12,Garlic,400
2025-09-29,White Cabbage,45
2025-08-18,Tomato A,55
2025-07-01,Beetroot,55
2025-08-27,Beetroot,60
2025-08-18,Banana,70
2025-07-04,Tomato B,45
2025-08-18,Garlic,350
2025-07-09,Cucumber,230
2025-09-30,Chili Green,150
2025-06-07,Beet root,60
2025-07-08,Eggplant,130
2025-09-19,Lemon,220
2025-06-02,Strawberry,200
2025-08-28,Cucumber,100
2025-10-07,Potato for chips,40
2025-04-15,Chilly Green (Elfora),200
2025-08-07,Avocado,120
2025-07-31,Zucchini,100
2025-07-10,Red Onion C,70
2025-05-18,Carrot,65
2025-04-26,Ye Habesha Mango,90
2025-09-09,Pineapple,115
2025-09-15,Eggplant,100
2025-10-06,Lemon,200
2025-10-19,Tomato A,90
2025-06-06,Pineapple,110
2025-10-18,Beetroot,50
2025-09-02,Corn,40
2025-09-02,Mango Apple,160
2025-07-27,Zucchini,100
2025-08-29,Orange,200
2025-05-08,Green Beans,100
2025-07-30,Mango,75
2025-05-24,Carrot,65
2025-08-24,Avocado,100
2025-06-11,Carrot,60
2025-10-09,Red Onion B,90
2025-10-15,Zucchini,170
2025-08-17,Potato,50
2025-08-30,Red Onion A,115
2025-09-16,Strawberry,240
2025-09-22,Strawberry,280
2025-07-18,Potato,40
2025-04-29,Cucumber,250
2025-06-30,Lemon,260
2025-04-08,Chilly Green,150
2025-07-27,White Cabbage,45
2025-06-07,Tomatoes Grade B,30
2025-06-16,Garlic,400
2025-05-13,Chilly Green (Elfora),200
2025-04-12,Red Onion Grade B,55
2025-10-24,Green Beans,80
2025-10-09,Green Beans,140
2025-07-19,Ginger,200
2025-05-02,Tomatoes Grade A,40
2025-09-23,Lemon,150
2025-06-19,Garlic,400
2025-10-19,Tomato B,65
2025-04-15,Cucumber,180
2025-07-19,Papaya,90
2025-09-04,Red Onion Elfora,100
2025-06-15,Corn,35
2025-10-07,Chili Green,175
2025-04-27,Ye Habesha Mango,80
2025-08-15,Zucchini,80
2025-09-16,Zucchini,180
2025-10-24,Red Onion Elfora,50
2025-06-02,Tomatoes Grade B,35
2025-06-14,Apple Mango,200
2025-09-06,Sweet Potato,85
2025-06-30,Mango Apple,180
2025-06-07,Valencia Orange,250
2025-04-23,Tomatoes Grade B,55
2025-10-12,Carrot,90
2025-06-11,Red Onion Grade C,85
2025-07-20,Orange,220
2025-09-28,Corn,40
2025-06-15,Lemon,180
2025-06-06,Avocado,40
2025-07-22,Apple,500
2025-05-01,Tomatoes Grade A,50
2025-10-24,Ginger,200
2025-09-21,Avocado,120
2025-08-26,Broccoli,170
2025-06-05,Salad,150
2025-06-21,Apple,400
2025-09-01,Eggplant,200
2025-06-10,Carrot,75
2025-05-29,White Cabbage,40
2025-10-13,Papaya,90
2025-06-08,Chilly Green,120
2025-07-20,Zucchini,100
2025-08-09,Banana,70
2025-06-05,Broccoli,230
2025-04-05,Red Onion A,60
2025-05-22,Tomatoes Grade B,45
2025-04-18,Beet root,55
2025-08-14,Tomato A,70
2025-10-11,Avocado,115
2025-04-27,Apple,380
2025-08-26,Eggplant,150
2025-10-06,Sweet Potato,80
2025-07-30,Potato,45
2025-07-03,Banana,65
2025-05-17,Salad,120
2025-04-13,Carrot,70
2025-09-23,Red Onion A,140
2025-06-21,Beet root,60
2025-06-29,Grean Beans,120
2025-09-25,Broccoli,250
2025-09-07,White Cabbage,35
2025-06-12,Broccoli,150
2025-08-21,Corn,40
2025-05-13,Apple,400
2025-04-19,Broccoli,260
2025-09-26,Potato for chips,45
2025-05-27,Lemon,250
2025-10-05,Zucchini,200
2025-06-21,Avocado,70
2025-10-19,Red Onion B,80
2025-07-09,Zucchini,100
2025-09-08,Beetroot,60
2025-09-23,White Cabbage,35
2025-07-09,Red Onion B,80
2025-09-28,White Cabbage,35
2025-09-17,Potato for chips,40
2025-05-19,Pineapple,120
2025-04-15,Tomatoes Grade A,65
2025-09-20,Avocado,90
2025-09-26,Red Onion A,140
2025-06-04,Tomatoes Grade A,50
2025-06-17,Apple,420
2025-10-06,Red Onion B,120
2025-08-16,Salad,150
2025-10-08,Strawberry,230
2025-08-28,Garlic,410
2025-10-05,Carrot,120
2025-04-28,Tomatoes Grade B,50
2025-04-02,Avocado,85
2025-10-08,Apple,450
2025-07-20,Avocado,85
2025-10-21,Tomato A,75
2025-07-18,Mango Apple,200
2025-04-16,Tomatoes Grade A,65
2025-07-10,Green Beans,100
2025-10-06,Red Onion A,125
2025-07-21,Zucchini,90
2025-08-29,Chili Green,160
2025-10-16,Corn,40
2025-04-05,Carrot,70
2025-07-30,Red Onion A,95
2025-05-02,Chilly Green (Elfora),200
2025-04-09,Avocado Shekaraw,120
2025-06-01,Strawberry,200
2025-07-11,Red Onion B,85
2025-05-22,Green Beans,200
2025-09-02,Avocado,100
2025-08-26,Mango Apple,180
2025-06-15,Carrot,60
2025-04-22,Avocado,80
2025-09-24,Salad,120
2025-08-28,Broccoli,200
2025-05-30,Apple Mango,280
2025-04-09,Tomatoes Grade B,60
2025-09-16,Banana,85
2025-08-13,Tomato A,35
2025-04-10,Broccoli,200
2025-08-10,White Cabbage,40
2025-05-29,Garlic,400
2025-10-06,Banana,85
2025-09-05,Tomato A,70
2025-09-06,Eggplant,60
2025-04-11,Red Onion A,60
2025-05-03,Avocado,80
2025-07-04,White Cabbage,40
2025-08-03,Orange,150
2025-07-05,Papaya,85
2025-09-02,Zucchini,175
2025-09-20,Carrot,70
2025-07-02,White Cabbage,45
2025-10-05,Sweet Potato,80
2025-10-20,Papaya,90
2025-09-01,Apple,500
2025-08-02,Strawberry,250
2025-08-31,Strawberry,225
2025-09-25,Carrot,100
2025-06-29,Broccoli,230
2025-05-07,Courgette,150
2025-08-08,Green Beans,150
2025-08-22,Red Onion Elfora,90
2025-08-03,White Cabbage,35
2025-07-16,White Cabbage,45
2025-08-24,Tomato B,50
2025-10-14,Carrot,100
2025-04-19,Broccoli,200
2025-09-29,White Cabbage,30
2025-09-20,Chili Green,150
2025-05-14,Pineapple,120
2025-08-20,Beetroot,55
2025-10-10,Potato,35
2025-10-17,Apple,450
2025-09-01,Carrot,100
2025-07-11,Tomato A,50
2025-04-30,Courgette,100
2025-07-27,Eggplant,100
2025-08-11,Strawberry,250
2025-05-10,Ginger,160
2025-08-09,Red Onion Elfora,100
2025-08-25,Papaya,150
2025-04-05,Salad,160
2025-10-07,Mango Apple,200
2025-04-12,Green Beans,200
2025-08-29,Tomato A,45
2025-04-26,Yerer Orange,300
2025-09-01,Lemon,120
2025-08-20,Tomato B,55
2025-07-18,Banana,75
2025-09-25,Salad,210
2025-04-05,Beet root,50
2025-06-11,Carrot,65
2025-04-15,Ye Habesha Mango,100
2025-07-30,Potato,45
2025-06-06,White Cabbage,45
2025-09-07,Tomato B,60
2025-08-14,Apple,450
2025-10-13,Pineapple,120
2025-10-23,Cucumber,125
2025-09-17,Cucumber,200
2025-09-10,Zucchini,150
2025-06-04,Red Onion Grade C,90
2025-09-26,Apple,450
2025-07-20,Tomato B,55
2025-10-12,Ginger,220
2025-10-04,Garlic,360
2025-04-24,Cucumber,240
2025-07-19,Green Beans,100
2025-04-27,Carrot,65
2025-07-10,Mango,150
2025-06-06,Tomatoes Grade B,30
2025-05-24,Red Onion Grade B,85
2025-05-20,Avocado,110
2025-08-05,Orange,220
2025-05-02,Yerer Orange,250
2025-05-30,Pineapple,115
2025-06-30,Avocado,120
2025-04-13,Chilly Green,150
2025-08-05,Eggplant,130
2025-07-10,Lemon,200
2025-09-01,Avocado,100
2025-10-05,Apple,450
2025-06-12,Beet root,60
2025-06-05,Garlic,400
2025-08-10,Avocado,100
2025-10-03,Red Onion Elfora,100
2025-06-19,Strawberry,200
2025-09-09,Tomato B,65
2025-06-01,Apple,500
2025-10-06,Broccoli,200
2025-06-15,Carrot,75
2025-10-21,Avocado,100
2025-10-24,Banana,85
2025-08-07,Green Beans,120
2025-08-27,Garlic,350
2025-10-24,Potato,35
2025-08-27,Strawberry,200
2025-09-16,Corn,35
2025-06-02,Salad,200
2025-04-04,Red Onion Grade B,50
2025-05-02,Strawberry,200
2025-05-22,Apple,440
2025-05-23,Potatoes,50
2025-04-16,Broccoli,200
2025-09-17,Potato for chips,40
2025-05-02,Strawberry,200
2025-05-31,Cucumber,100
2025-09-13,Orange,220
2025-10-08,Green Beans,160
2025-06-29,Chilly Green (Elfora),190
2025-04-24,Broccoli,180
2025-04-08,Tomatoes Grade B,60
2025-05-29,Ginger,150
2025-08-07,Cucumber,120
2025-07-23,Apple,350
2025-08-19,Orange,230
2025-10-18,Carrot,95
2025-10-01,Orange,130
2025-05-29,Carrot,65
2025-07-29,Papaya,100
2025-10-10,Ginger,250
2025-10-06,Ginger,230
2025-05-14,Tomatoes Grade B,40
2025-10-05,Potato,30
2025-09-13,Avocado,115
2025-07-20,Beetroot,55
2025-04-15,Lemon,300
2025-08-22,Orange,230
2025-07-26,Chili Green,200
2025-08-15,Red Onion Elfora,90
2025-08-16,Orange,220
2025-07-28,Sweet Potato,90
2025-04-02,Lemon,310
2025-10-22,Eggplant,120
2025-06-02,Red Onion Grade C,90
2025-06-29,Mango Apple,140
2025-07-28,Green Beans,160
2025-10-06,Banana,80
2025-10-21,Apple,450
2025-07-01,Lemon,130
2025-07-01,Garlic,420
2025-07-29,Carrot,125
2025-06-05,Potatoes,50
2025-05-09,Beet root,55
2025-07-04,Lemon,260
2025-10-19,Beetroot,50
2025-06-06,Avocado,70
2025-04-10,Yerer Orange,220
2025-07-27,Broccoli,180
2025-08-08,White Cabbage,40
2025-07-26,Garlic,380
2025-09-24,Potato,30
2025-08-14,Salad,150
2025-10-19,Orange,150
2025-07-12,Tomato B,50
2025-10-11,Cucumber,180
2025-10-18,Tomato B,90
2025-05-19,Apple Mango,250
2025-09-10,Green Beans,70
2025-06-17,Ginger,200
2025-08-09,Mango,70
2025-06-28,Potatoes Chips,50
2025-10-16,Mango Apple,250
2025-08-03,Garlic,370
2025-09-23,Beetroot,60
2025-08-17,Tomato A,70
2025-04-24,Carrot,65
2025-09-29,Broccoli,180
2025-10-20,Strawberry,215
2025-08-26,Orange,180
2025-09-09,Salad,150
2025-06-28,Chilly Green,150
2025-04-24,Chilly Green (Elfora),200
2025-09-19,White Cabbage,35
2025-06-15,Valencia Orange,240
2025-08-13,Salad,150
2025-09-08,Red Onion B,110
2025-04-01,Salad,130
2025-09-04,Lemon,100
2025-06-14,Red Onion Grade B,100
2025-06-02,Beet root,55
2025-06-20,Tomatoes Grade A,40
2025-07-29,Sweet Potato,80
2025-10-11,Orange,180
2025-10-22,Tomato A,70
2025-05-03,Chilly Green (Elfora),200
2025-04-07,Yerer Orange,220
2025-09-02,Tomato B,60
2025-10-24,Lemon,150
2025-10-21,Lemon,200
2025-05-25,Potatoes,50
2025-08-16,Broccoli,140
2025-09-04,Strawberry,230
2025-08-31,Chili Green,150
2025-05-25,Red Onion Grade C,80
2025-07-14,Tomato A,60
2025-09-03,Salad,160
2025-07-31,Red Onion B,95
2025-04-18,Salad,180
2025-04-20,Chilly Green (Elfora),190
2025-06-07,Papaya,80
2025-09-20,Lemon,180
2025-07-08,Red Onion A,80
2025-06-02,Tomatoes Grade A,40
2025-09-14,Green Beans,150
2025-06-16,Red Onion Grade C,90
2025-04-11,Pineapple,120
2025-09-15,Red Onion A,120
2025-04-10,Valencia Orange,200
2025-09-01,Broccoli,170
2025-05-25,Broccoli,260
2025-10-12,Beetroot,55
2025-04-03,Beet root,60
2025-05-19,Papaya,80
2025-10-20,Zucchini,130
2025-10-05,Apple,400
2025-08-27,Broccoli,200
2025-10-06,White Cabbage,30
2025-07-31,Cucumber,200
2025-07-09,Green Beans,165
2025-05-10,Yerer Orange,230
2025-06-16,Courgette,140
2025-05-26,Salad,200
2025-10-09,Tomato A,110
2025-06-11,Ginger,200
2025-04-04,Avocado Shekaraw,130
2025-09-21,Garlic,400
2025-10-10,Broccoli,200
2025-08-27,Lemon,200
2025-05-31,Apple Mango,240
2025-10-03,Orange,180
2025-09-12,Potato,35
2025-09-14,Broccoli,200
2025-07-06,Tomato B,45
2025-08-12,Tomato A,50
2025-10-09,Chili Green,160
2025-08-28,Red Onion A,115
2025-08-28,Broccoli,160
2025-07-01,Papaya,95
2025-08-27,Red Onion B,105
2025-08-13,Cucumber,100
2025-08-30,Mango Apple,200
2025-07-14,Beetroot,65
2025-08-06,Salad,130
2025-09-01,Tomato A,50
2025-09-15,White Cabbage,45
2025-07-11,Tomato B,50
2025-07-12,Salad,140
2025-06-06,Red Onion Grade C,85
2025-07-08,Chili Green,150
2025-10-09,Zucchini,200
2025-07-23,Carrot,115
2025-04-05,Apple,440
2025-09-07,Sweet Potato,100
2025-06-05,Red Onion Grade B,100
2025-10-16,Garlic,380
2025-04-29,Garlic,350
2025-07-22,Red Onion A,80
2025-08-12,Green Beans,120
2025-04-22,Cucumber,200
2025-09-13,Banana,80
2025-05-29,Red Onion Grade B,90
2025-05-15,White Cabbage,45
2025-09-23,Ginger,250
2025-07-17,Corn,35
2025-10-20,Red Onion B,60
2025-08-27,Corn,35
2025-05-11,Red Onion Grade B,60
2025-10-07,Pineapple,80
2025-04-25,Cucumber,200
2025-06-05,Red Onion Elfora,80
2025-06-06,White Cabbage,45
2025-07-17,Eggplant,120
2025-10-05,Tomato B,90
2025-10-18,Banana,80
2025-04-10,Tomatoes Grade A,65
2025-07-03,White Cabbage,45
2025-05-30,Ye Habesha Mango,50
2025-04-17,Red Onion Grade B,65
2025-09-02,Tomato B,60
2025-08-29,Potato,40
2025-10-05,Strawberry,200
2025-05-26,Green Beans,180
2025-05-27,Broccoli,150
2025-04-29,Strawberry,200
2025-07-11,Tomato B,40
2025-06-18,Ginger,200
2025-09-08,Banana,85
2025-10-11,Salad,150
2025-05-09,Potatoes,45
2025-05-06,Apple,400
2025-09-27,Beetroot,65
2025-10-03,Papaya,80
2025-09-25,White Cabbage,40
2025-08-28,Tomato B,55
2025-08-12,Avocado,100
2025-08-29,Avocado,90
2025-06-30,Red Onion Grade C,90
2025-10-21,Green chili starta,120
2025-10-13,Carrot,70
2025-07-23,Papaya,80
2025-05-31,Cucumber,150
2025-05-23,Avocado,85
2025-07-10,Carrot,110
2025-10-09,Papaya,120
2025-08-25,Eggplant,125
2025-06-06,Ginger,170
2025-08-13,Strawberry,220
2025-09-17,Carrot,65
2025-09-06,Strawberry,250
2025-04-22,White Cabbage,50
2025-04-04,Potatoes,50
2025-07-14,Carrot,125
2025-08-10,Mango Apple,240
2025-08-27,Orange,230
2025-08-08,Green Beans,120
2025-06-18,Courgette,100
2025-07-11,Banana,70
2025-08-15,Cucumber,120
2025-04-10,Tomatoes Grade B,60
2025-07-05,Mango,140
2025-05-27,Beet root,55
2025-04-12,Pineapple,110
2025-07-26,Ginger,230
2025-08-23,Red Onion A,120
2025-05-30,Green Beans,100
2025-07-21,Sweet Potato,85
2025-07-04,Tomato A,50
2025-07-18,Beetroot,55
2025-06-14,White Cabbage,50
2025-05-04,Strawberry,180
2025-04-09,Garlic,300
2025-10-21,Garlic,340
2025-04-23,Papaya,80
2025-07-21,Garlic,400
2025-08-23,Lemon,180
2025-04-03,Ye Habesha Mango,100
2025-07-08,Tomato B,45
2025-05-21,Papaya,80
2025-08-29,Red Onion B,110
2025-08-26,Beetroot,65
2025-05-03,Red Onion Grade C,45
2025-09-14,Tomato B,60
2025-08-01,Banana,70
2025-09-09,Eggplant,70
2025-08-14,Apple,460
2025-04-04,Broccoli,240
2025-04-21,Ginger,150
2025-07-21,Strawberry,200
2025-08-03,Avocado,90
2025-04-19,Apple Mango,200
2025-05-20,Lemon,250
2025-07-23,Potato,45
2025-04-12,Avocado Shekaraw,130
2025-06-30,Beetroot,55
2025-05-27,Avocado Shekaraw,100
2025-04-15,Broccoli,200
2025-05-12,White Cabbage,50
2025-10-01,Lemon,140
2025-08-08,Eggplant,90
2025-07-28,Orange,210
2025-05-12,Beet root,45
2025-09-20,Carrot,120
2025-07-17,Apple,400
2025-08-28,Mango,140
2025-09-19,Eggplant,150
2025-04-03,White Cabbage,50
2025-08-25,Carrot,95
2025-08-09,Apple,500
2025-07-03,Red Onion Elfora,75
2025-10-09,Mango Apple,250
2025-10-23,Cucumber,150
2025-07-19,Red Onion B,80
2025-07-23,Zucchini,70
2025-09-30,Lemon,150
2025-06-03,Beet root,60
2025-06-06,Avocado,90
2025-08-04,Cucumber,100
2025-04-02,Chilly Green (Elfora),200
2025-09-05,Mango,80
2025-10-07,Avocado,100
2025-09-06,Salad,150
2025-04-27,Courgette,170
2025-09-10,Green Beans,120
2025-06-30,Ginger,180
2025-09-16,Chili Green,180
2025-09-05,Zucchini,200
2025-10-07,Avocado,120
2025-09-13,Beetroot,55
2025-09-16,Ginger,250
2025-10-14,Broccoli,260
2025-05-14,Tomatoes Grade A,40
2025-09-18,Banana,80
2025-07-25,Papaya,80
2025-09-28,Sweet Potato,85
2025-07-29,Red Onion B,100
2025-07-01,Broccoli,220
2025-09-04,Beetroot,60
2025-06-11,Avocado,90
2025-08-06,Eggplant,160
2025-09-15,Strawberry,230
2025-05-16,Chilly Green,140
2025-05-21,Tomatoes Grade B,45
2025-08-11,White Cabbage,40
2025-07-15,Mango Apple,150
2025-05-09,Garlic,400
2025-07-06,Sweet Potato,65
2025-10-24,Red Onion B,55
2025-08-10,Red Onion Elfora,95
2025-08-06,Green Beans,160
2025-04-24,Apple,380
2025-10-01,Avocado,120
2025-04-25,Strawberry,200
2025-06-28,Courgette,150
2025-08-02,Carrot,115
2025-05-30,Beet root,55
2025-08-02,Sweet Potato,90
2025-08-23,Papaya,120
2025-06-30,Avocado,80
2025-09-04,Green Beans,140
2025-10-12,Red Onion B,90
2025-10-10,Potato,35
2025-04-03,Strawberry,195
2025-08-14,Lemon,200
2025-05-19,Ginger,200
2025-10-13,Green chili starta,240
2025-05-26,Valencia Orange,250
2025-10-04,Broccoli,250
2025-04-01,Ginger,150
2025-08-27,Tomato A,65
2025-05-02,Courgette,175
2025-09-24,Apple,450
2025-07-21,Strawberry,200
2025-09-18,Green Beans,75
2025-04-28,Papaya,80
2025-07-28,Garlic,400
2025-08-20,Chili Green,120
2025-07-22,Mango,80
2025-08-07,Red Onion Elfora,90
2025-09-04,Lemon,130
2025-08-31,Apple,500
2025-06-11,Tomatoes Grade B,25
2025-10-12,Carrot,60
2025-04-14,Potatoes,50
2025-08-08,Sweet Potato,90
2025-07-08,Apple,500
2025-07-03,Apple,400
2025-09-28,Carrot,130
